Reference #,Incident ID,Assigned Account,Severity,Status,Status Type,Subject,Product ID,Organisation ID,Date Closed,Date Created,Contact ID,Category ID
200626-000003,23464,Robert Webb,Medium,Solved,Solved,TRBL - Incident Updated Notification Rule,Rules,50,08-07-2020 17:48,26-06-2020 11:06,36595,No Value
200626-000005,23465,Craig Seagrave,High,Solved,Solved,Riders Mind reporting,Reporting,473,21-07-2020 12:15,26-06-2020 11:13,55701,Reporting
200626-000007,23466,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,26-06-2020 12:37,26-06-2020 12:02,59830,No Value
200626-000008,23467,Tim Porch,Medium,Solved,Solved,200623-000430 - Delete,Incidents,12446,26-06-2020 14:43,26-06-2020 13:16,60137,No Value
200626-000009,23468,Tim Porch,Medium,Solved,Solved,200226-001397,Incidents,12446,26-06-2020 14:48,26-06-2020 13:18,59984,No Value
200626-000010,23469,Robert Webb,High,Solved,Solved,Access to Request for Assistance AIRE portal,Contacts and Organisations,12446,29-06-2020 11:47,26-06-2020 13:30,60005,No Value
200626-000011,23470,Robert Webb,Medium,Solved,Solved,Request to remove Incident,Incidents,12446,26-06-2020 14:44,26-06-2020 14:39,60009,No Value
200626-000012,23471,Craig Seagrave,Medium,Solved,Solved,Moses RTG issue,Other,473,16-07-2020 12:52,26-06-2020 14:41,55438,Oracle
200626-000013,23472,Robert Webb,High,Solved,Solved,Non live ELLIS Link,Profiles / Staff Accounts,12446,29-06-2020 11:38,26-06-2020 15:09,59984,No Value
200626-000014,23473,Robert Webb,Medium,Solved,Solved,200625-001599 - Delete Incident,Incidents,12446,26-06-2020 15:44,26-06-2020 15:23,60137,No Value
200626-000015,23474,Tim Porch,Medium,Solved,Solved,message missing,Incidents,16385,02-07-2020 12:18,26-06-2020 16:56,59717,No Value
200626-000016,23475,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,29-06-2020 10:24,26-06-2020 18:01,59830,No Value
200627-000000,23476,Robert Webb,Low,Solved,Solved,Duplicate record - please delete,Contacts and Organisations,12446,29-06-2020 10:07,27-06-2020 11:15,59898,No Value
200628-000000,23477,Robert Webb,High,Solved,Solved,CRM,Profiles / Staff Accounts,473,01-07-2020 11:34,28-06-2020 11:02,59694,Oracle
200629-000000,23478,Robert Webb,High,Solved,Solved,Ellis Access,Profiles / Staff Accounts,12446,29-06-2020 09:28,29-06-2020 09:08,60209,No Value
200629-000001,23479,Robert Webb,Urgent,Solved,Solved,Application submitted via ATLAS but not received by Home Office.,Other,12446,22-07-2020 11:33,29-06-2020 09:27,59850,Oracle
200629-000002,23480,Robert Webb,High,Solved,Solved,Ellis Access,Incidents,12446,29-06-2020 10:41,29-06-2020 10:07,60209,No Value
200629-000003,23481,Ross Yarnton,Urgent,Solved,Solved,GAMSTOP Telephony Report - Saturday 27th June - Hourly Breakdown,Reporting,473,29-06-2020 10:52,29-06-2020 10:37,59539,Reporting
200629-000004,23482,Robert Webb,Low,Solved,Solved,Please delete incident 200629-000792,Incidents,12446,06-07-2020 12:27,29-06-2020 11:15,60122,No Value
200629-000005,23483,Tim Porch,Medium,Solved,Solved,[Request ID :##RE-8062##] : Users hearing themselves when using Five9,Installations and Upgrades,473,29-06-2020 13:37,29-06-2020 11:21,60168,No Value
200629-000006,23484,Mike Griffiths,Medium,Unresolved,Unresolved,Unknown Error Message,Incidents,12446,No Value,29-06-2020 11:51,59897,No Value
200629-000007,23485,Robert Webb,Medium,Solved,Solved,200626-000948,Incidents,12446,29-06-2020 12:14,29-06-2020 12:00,59984,No Value
200629-000008,23486,Tim Porch,High,Solved,Solved,Access to Report 100737 / 100740,Analytics,12446,01-07-2020 12:49,29-06-2020 12:24,60172,No Value
200629-000009,23487,Tim Porch,Medium,Solved,Solved,OsC MOSES - New Password,Logins,473,29-06-2020 14:02,29-06-2020 13:38,59539,Oracle
200629-000010,23488,Robert Webb,Low,Solved,Solved,Duplicate Contact 89384,Contacts and Organisations,12446,29-06-2020 16:43,29-06-2020 16:00,60128,No Value
200629-000011,23489,Craig Seagrave,Medium,Solved,Solved,Moses - Wrong expiry date on Exclusion PDF,Other,473,21-07-2020 14:28,29-06-2020 16:29,55438,Oracle
200629-000012,23490,Craig Seagrave,High,Solved,Solved,Moses - Report for activated exclusions,Analytics,473,07-09-2020 15:07,29-06-2020 16:50,55438,Oracle
200629-000013,23491,Ross Yarnton,High,Unresolved,Unresolved,"Moses - Report for Activated exclusions, Renewals and Additional Shops",Reporting,473,No Value,29-06-2020 17:01,55438,Oracle
200629-000014,23492,Tim Porch,Low,Solved,Solved,Moses - Full shops description on map,Other,473,14-07-2020 09:43,29-06-2020 17:13,56122,Oracle
200629-000015,23493,Robert Webb,High,Solved,Solved,Add Existing Option,Workspaces,12446,18-08-2020 16:01,29-06-2020 20:26,59897,No Value
200629-000016,23494,Robert Webb,High,Solved,Solved,Delayed ATLAS Submissions,Other,12446,07-07-2020 18:51,29-06-2020 20:38,59897,No Value
200630-000000,23495,Tim Porch,Medium,Solved,Solved,Update report ID100825 (Raw Positive Move on Data),Analytics,12446,21-07-2020 18:33,30-06-2020 09:10,59830,No Value
200630-000001,23496,Robert Webb,Medium,Solved,Solved,Duplicate Incident 200629-002430,Incidents,12446,30-06-2020 09:29,30-06-2020 09:25,60128,No Value
200630-000002,23497,Robert Webb,Low,Solved,Solved,Duplicate Contact Page,Contacts and Organisations,12446,30-06-2020 11:03,30-06-2020 10:02,60017,No Value
200630-000003,23498,Robert Webb,High,Solved,Solved,Ellis Test 2 logins details,Logins,12446,30-06-2020 10:20,30-06-2020 10:02,59922,No Value
200630-000004,23499,Robert Webb,Medium,Solved,Solved,Plugin - quick exit,Customer Portal,252,22-07-2020 09:19,30-06-2020 10:35,58723,Oracle
200630-000005,23500,Robert Webb,Medium,Solved,Solved,re incident no 200629-002786,Incidents,12446,30-06-2020 14:45,30-06-2020 11:35,59868,No Value
200630-000006,23501,Craig Seagrave,Medium,Solved,Solved,Moses - Rearrange shops order on PDF by addition,Workspaces,16744,26-08-2020 15:49,30-06-2020 11:45,60162,Oracle
200630-000007,23502,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,30-06-2020 12:58,30-06-2020 12:02,59830,No Value
200630-000008,23503,Tim Porch,High,Solved,Solved,Civi CRM - Shaw Healthcare,CiviCRM,473,30-06-2020 13:10,30-06-2020 12:14,37792,CiviCRM
200630-000009,23504,Tim Porch,Medium,Solved,Solved,Access to Warrior Sharepoint,Sharepoint,473,30-06-2020 13:01,30-06-2020 12:57,37844,Sharepoint
200630-000010,23505,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,30-06-2020 13:14,30-06-2020 13:01,59830,No Value
200630-000011,23506,Tim Porch,Medium,Solved,Solved,Volt - Shaw Healthcare,Sharepoint,473,30-06-2020 13:33,30-06-2020 13:09,37792,Telephony
200630-000012,23507,Tim Porch,Medium,Solved,Solved,Can you please delete incident no 200630-001053,Incidents,12446,30-06-2020 13:36,30-06-2020 13:26,59868,No Value
200630-000013,23508,Tim Porch,Medium,Solved,Solved,Change to drop down - The Warrior Programme,Sharepoint,473,30-06-2020 17:32,30-06-2020 13:50,37844,Sharepoint
200630-000014,23509,Robert Webb,Low,Solved,Solved,Duplicate contact,Contacts and Organisations,12446,30-06-2020 14:22,30-06-2020 14:18,60173,No Value
200630-000015,23510,Tim Porch,Medium,Solved,Solved,Belfast Office request for functionality,Profiles / Staff Accounts,12446,30-06-2020 16:44,30-06-2020 14:55,60073,No Value
200630-000016,23511,Robert Webb,Low,Solved,Solved,Duplicate Contact 17186,Contacts and Organisations,12446,30-06-2020 15:30,30-06-2020 15:12,60128,No Value
200630-000018,23512,Robert Webb,Urgent,Solved,Solved,Unable to login to Ellis,Profiles / Staff Accounts,473,30-06-2020 15:28,30-06-2020 15:28,60210,No Value
200701-000000,23513,Robert Webb,Urgent,Solved,Solved,Account disabled,Logins,12446,01-07-2020 09:18,01-07-2020 08:35,59946,No Value
200701-000001,23514,Robert Webb,Urgent,Solved,Solved,Right Now Account Disabled,Logins,0,01-07-2020 10:17,01-07-2020 09:57,60211,Oracle
200701-000002,23515,Robert Webb,High,Solved,Solved,ASF1 Section 3226,Incidents,12446,01-07-2020 10:42,01-07-2020 10:06,60128,No Value
200701-000003,23516,Robert Webb,High,Solved,Solved,Ellis,Profiles / Staff Accounts,473,01-07-2020 12:20,01-07-2020 10:40,59787,Oracle
200701-000004,23517,Ross Yarnton,Medium,Solved,Solved,Mind Reporting Recipients,Reporting,473,17-07-2020 12:15,01-07-2020 10:59,55815,Reporting
200701-000005,23518,Robert Webb,High,Solved,Solved,Record incorrectly set as a dependent,Contacts and Organisations,12446,01-07-2020 11:58,01-07-2020 11:01,60173,No Value
200701-000006,23519,Robert Webb,Medium,Solved,Solved,Five9 log in,IT Work,473,01-07-2020 12:33,01-07-2020 11:01,59905,Oracle
200701-000007,23520,Tim Porch,Urgent,Solved,Solved,Racing Welfare Spam,Incidents,473,01-07-2020 13:23,01-07-2020 11:39,55815,Oracle
200701-000008,23521,Tim Porch,Medium,Solved,Solved,MOSES OsC - New User Logins Request,Profiles / Staff Accounts,473,01-07-2020 14:27,01-07-2020 12:39,59539,Oracle
200701-000009,23522,Tim Porch,High,Solved,Solved,Moses Incident to be deleted,Workspaces,473,03-07-2020 17:38,01-07-2020 13:16,55438,Oracle
200701-000010,23523,Tim Porch,Urgent,Solved,Solved,Ellis account,Profiles / Staff Accounts,473,01-07-2020 13:54,01-07-2020 13:49,55821,Oracle
200701-000011,23524,Tim Porch,Medium,Solved,Solved,Delete duplicate,Contacts and Organisations,12446,01-07-2020 14:01,01-07-2020 13:50,59877,No Value
200701-000012,23525,Tim Porch,Medium,Solved,Solved,Contact ID - ID 85931- Duplicate record,Contacts and Organisations,12446,01-07-2020 14:18,01-07-2020 14:11,59885,No Value
200701-000013,23526,Craig Seagrave,High,Solved,Solved,MOSES OSC - Notification Issue,Workspaces,473,17-07-2020 14:16,01-07-2020 14:24,55438,Oracle
200701-000014,23527,Tim Porch,Medium,Updated,Unresolved,Removing options from exiting field,Incidents,12446,No Value,01-07-2020 14:24,59827,Oracle
200701-000015,23528,Tim Porch,Medium,Solved,Solved,Removing options from exiting field - part 2,Workspaces,12446,01-07-2020 14:50,01-07-2020 14:28,59827,No Value
200701-000016,23529,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,01-07-2020 15:27,01-07-2020 15:03,59830,No Value
200701-000017,23530,Tim Porch,Medium,Solved,Solved,Issue in Ellis - cannot type on the form,Workspaces,12446,02-07-2020 18:54,01-07-2020 15:10,59937,No Value
200701-000018,23531,Tim Porch,Medium,Solved,Solved,200701-000923 - Delete Request,Incidents,12446,01-07-2020 15:59,01-07-2020 15:19,59897,No Value
200701-000019,23532,Tim Porch,Medium,Solved,Solved,Incident 200623-000369 delete message,Incidents,12446,01-07-2020 15:54,01-07-2020 15:32,60122,No Value
200701-000020,23533,Ross Yarnton,Medium,Solved,Solved,MIgrant Help Score Cards,Reporting,473,01-07-2020 15:52,01-07-2020 15:37,59505,Reporting
200701-000021,23534,Tim Porch,Medium,Solved,Solved,200701-000923 - Delete Request,Incidents,12446,01-07-2020 17:27,01-07-2020 15:59,59830,No Value
200702-000000,23535,Tim Porch,Medium,Solved,Solved,Contact ID - ID 65313- Duplicate record,Contacts and Organisations,12446,13-07-2020 09:47,02-07-2020 08:52,59885,No Value
200702-000001,23536,Tim Porch,Medium,Solved,Solved,Cloud error when saving,Incidents,12446,09-07-2020 15:23,02-07-2020 10:45,59898,No Value
200702-000002,23537,Tim Porch,Medium,Solved,Solved,Slow System,Incidents,12446,06-07-2020 10:29,02-07-2020 10:53,60128,No Value
200702-000003,23538,Ross Yarnton,High,Solved,Solved,Riders Mind daily report,Reporting,473,22-09-2020 10:24,02-07-2020 11:48,55701,Reporting
200702-000004,23539,Tim Porch,High,Solved,Solved,Login for Veterans Gateway,Profiles / Staff Accounts,473,02-07-2020 12:57,02-07-2020 11:58,55496,Oracle
200702-000006,23540,Tim Porch,Medium,Solved,Solved,[Request ID :##RE-8886##] : Observe function on Volt,Installations and Upgrades,473,02-07-2020 13:35,02-07-2020 13:26,60168,No Value
200702-000007,23541,Tim Porch,Medium,Solved,Solved,Duplicate 53261,Contacts and Organisations,12446,09-07-2020 15:39,02-07-2020 14:06,60128,No Value
200702-000008,23542,Ross Yarnton,High,Solved,Solved,IVR recording - Temp Gamstop,Reporting,473,02-07-2020 14:42,02-07-2020 14:28,55438,Reporting
200702-000009,23543,Tim Porch,Urgent,Solved,Solved,Papyrus Live Failed SMS Notification,Other,16385,23-07-2020 13:25,02-07-2020 14:31,59717,No Value
200702-000010,23544,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,02-07-2020 16:06,02-07-2020 15:01,59830,No Value
200702-000011,23545,Tim Porch,High,Solved,Solved,Gamstop - Temporary change to IVR,Sharepoint,473,03-07-2020 17:26,02-07-2020 15:14,55438,Telephony
200702-000012,23546,Tim Porch,Medium,Solved,Solved,Shortcut Keyboard - Contact ID: 82181,Incidents,12446,06-07-2020 08:56,02-07-2020 15:38,60206,No Value
200702-000013,23547,Tim Porch,Medium,Solved,Solved,Request to delete case (200702-001146),Incidents,12446,06-07-2020 10:51,02-07-2020 16:02,60145,No Value
200702-000014,23548,Tim Porch,Medium,Solved,Solved,Delete a record,Contacts and Organisations,12446,13-07-2020 09:35,02-07-2020 16:05,60148,No Value
200702-000015,23549,Tim Porch,Medium,Solved,Solved,Ticket #438882 : Your Breakwater IT Ticket - Ellis keeps crashing and being slow - has been updated,Other,12446,06-07-2020 09:18,02-07-2020 16:15,59975,No Value
200702-000016,23550,Tim Porch,Low,Solved,Solved,urgent incidents to be deleted,Incidents,12446,02-07-2020 17:41,02-07-2020 17:13,60165,No Value
200702-000017,23551,Tim Porch,Medium,Solved,Solved,delete an incident,Incidents,12446,13-07-2020 09:40,02-07-2020 17:29,60165,No Value
200702-000018,23552,Tim Porch,Medium,Solved,Solved,Papyrus Live Failed SMS Notification,Other,16385,02-07-2020 20:00,02-07-2020 19:12,59859,No Value
200703-000000,23553,Craig Seagrave,Urgent,Solved,Solved,URGENT Unable to submit cases via ATLAS,Other,12446,03-07-2020 11:10,03-07-2020 08:41,59898,No Value
200703-000001,23554,Craig Seagrave,Urgent,Solved,Solved,Can't log in to oracle,Logins,473,03-07-2020 09:36,03-07-2020 09:12,60212,Oracle
200703-000002,23555,Tim Porch,Medium,Solved,Solved,Duplicate Contact,Contacts and Organisations,12446,13-07-2020 09:33,03-07-2020 09:16,60190,No Value
200703-000003,23556,Tim Porch,Medium,Solved,Solved,200702-000513,Incidents,12446,03-07-2020 12:14,03-07-2020 09:43,59877,No Value
200703-000004,23557,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,03-07-2020 12:02,03-07-2020 10:01,59830,No Value
200703-000005,23558,Mike Griffiths,Medium,Solved,Solved,SLA Duration for Maintenance Incidents,Incidents,12446,03-08-2020 15:22,03-07-2020 10:12,35254,Oracle
200703-000006,23559,Mike Griffiths,Urgent,Solved,Solved,ELLIS time/date field update required,Other,12446,25-08-2020 08:09,03-07-2020 10:13,59850,Oracle
200703-000008,23560,Tim Porch,Medium,Solved,Solved,Duplicate Record,Contacts and Organisations,12446,13-07-2020 09:41,03-07-2020 10:17,60173,No Value
200703-000007,23561,Craig Seagrave,Urgent,Solved,Solved, Unable to submit cases via ATLAS [Incident: 200703-000000],Other,12446,03-07-2020 10:36,03-07-2020 10:25,59897,No Value
200703-000009,23562,Tim Porch,Medium,Solved,Solved,"text ""gltich""",Incidents,16385,07-07-2020 08:37,03-07-2020 10:43,59717,No Value
200703-000010,23563,Tim Porch,Medium,Solved,Solved,ELLIS Page logout after 20-30min,Logins,12446,13-07-2020 09:48,03-07-2020 11:32,60184,No Value
200703-000012,23564,Tim Porch,Medium,Solved,Solved,Eligibility and IA Referral's Reporting,Analytics,12446,28-08-2020 13:22,03-07-2020 12:04,60172,No Value
200703-000013,23565,Tim Porch,Medium,Solved,Solved,Ellis,Analytics,12446,08-09-2020 18:49,03-07-2020 13:14,60194,No Value
200703-000014,23566,Tim Porch,Medium,Solved,Solved,Ellis issues,Analytics,12446,08-09-2020 18:51,03-07-2020 13:16,60194,No Value
200703-000015,23567,Tim Porch,Medium,Solved,Solved,NEW STARTER ELLIS ACCESS,Profiles / Staff Accounts,12446,06-07-2020 08:05,03-07-2020 13:16,59983,No Value
200703-000016,23568,Tim Porch,Medium,Solved,Solved,Unable to log on,Logins,12446,03-07-2020 14:26,03-07-2020 13:49,60138,No Value
200703-000017,23569,Tim Porch,Medium,Solved,Solved,Delete duplicate,Contacts and Organisations,12446,03-07-2020 19:28,03-07-2020 14:18,59877,No Value
200703-000018,23570,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,03-07-2020 17:31,03-07-2020 17:01,59830,No Value
200703-000019,23571,Tim Porch,Medium,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,03-07-2020 19:36,03-07-2020 18:02,59830,No Value
200705-000000,23572,Tim Porch,Medium,Solved,Solved,WARNING - One or more Services not used today [TRBL] - Scheduled Alert!,Other,50,06-07-2020 08:10,05-07-2020 12:17,56018,No Value
200706-000000,23573,Tim Porch,Medium,Solved,Solved,Urgent issue,Logins,12446,07-07-2020 15:49,06-07-2020 08:27,60139,No Value
200706-000001,23574,Tim Porch,Medium,Solved,Solved,delete an incident,Incidents,12446,10-07-2020 13:04,06-07-2020 09:09,59937,No Value
200706-000002,23575,Tim Porch,Medium,Solved,Solved,Ellis login,Logins,0,06-07-2020 10:09,06-07-2020 09:21,60213,No Value
200706-000003,23576,Tim Porch,Medium,Solved,Solved,Contact ID - ID 76924- Duplicate record,Contacts and Organisations,12446,13-07-2020 09:34,06-07-2020 10:40,59885,No Value
200706-000004,23577,Tim Porch,Medium,Solved,Solved,Please delete incident 200706-000129,Incidents,12446,06-07-2020 12:04,06-07-2020 10:44,60122,No Value
200706-000005,23578,Robert Webb,Medium,Solved,Solved,OsC Logins Reset,Logins,473,07-07-2020 13:27,06-07-2020 10:51,59539,Oracle
200706-000006,23579,Tim Porch,Medium,Solved,Solved,Incident 200706-000242,Incidents,12446,13-07-2020 11:25,06-07-2020 11:18,60184,No Value
200706-000007,23580,Ross Yarnton,Medium,Solved,Solved,MOSES Weekly Telephony Report,Reporting,473,06-07-2020 11:48,06-07-2020 11:20,59539,Reporting
200706-000008,23581,Mike Griffiths,Medium,Solved,Solved,Duplicate Flags - Report,Analytics,12446,30-07-2020 10:24,06-07-2020 11:51,35254,Oracle
200706-000009,23582,Tim Porch,Medium,Solved,Solved,Duplicate Contact Page,Contacts and Organisations,12446,13-07-2020 09:39,06-07-2020 13:02,60110,No Value
200706-000010,23583,Robert Webb,High,Solved,Solved,RN Access,Logins,473,06-07-2020 13:32,06-07-2020 13:22,43886,No Value
200706-000011,23584,Tim Porch,Medium,Solved,Solved,Ellis,Other,12446,06-07-2020 13:34,06-07-2020 13:34,60214,No Value
200706-000012,23585,Tim Porch,Medium,Solved,Solved,Delete incident - 200529-000872,Incidents,12446,06-07-2020 13:43,06-07-2020 13:35,59999,No Value
200706-000013,23586,Craig Seagrave,Urgent,Solved,Solved,200629-000011. - Escalation,Workspaces,473,06-07-2020 16:42,06-07-2020 14:11,55438,Oracle
200706-000014,23587,Robert Webb,Low,Solved,Solved,Contact ID - ID 67447- Duplicate record,Contacts and Organisations,12446,06-07-2020 15:03,06-07-2020 14:22,59885,No Value
200706-000015,23588,Tim Porch,Medium,Solved,Solved,Duplicate Contact Page,Contacts and Organisations,12446,13-07-2020 09:31,06-07-2020 15:12,60110,No Value
200706-000016,23589,Robert Webb,Medium,Solved,Solved,Evergreen OSC,Workspaces,473,07-07-2020 13:24,06-07-2020 16:05,55815,Oracle
200706-000017,23590,Robert Webb,High,Solved,Solved,Team Leader Dashboard,Profiles / Staff Accounts,12446,06-07-2020 17:20,06-07-2020 16:29,59897,No Value
200706-000018,23591,Robert Webb,High,Solved,Solved,Created date/date due to be closed,Incidents,16183,21-07-2020 15:48,06-07-2020 19:33,59671,Oracle
200707-000000,23592,Tim Porch,Medium,Solved,Solved,Contact ID - ID 63115- Duplicate record,Contacts and Organisations,12446,13-07-2020 09:37,07-07-2020 08:29,59885,No Value
200707-000001,23593,Tim Porch,High,Solved,Solved,Macy Hibbert - Account Disabled,Profiles / Staff Accounts,12446,07-07-2020 09:36,07-07-2020 08:32,35254,Oracle
200707-000003,23594,Tim Porch,Medium,Solved,Solved,ASC/5338953 - Duplicate Profile,Contacts and Organisations,12446,13-07-2020 09:42,07-07-2020 09:32,60137,No Value
200707-000004,23595,Tim Porch,Medium,Solved,Solved,ELLIS Lost connection,Analytics,12446,08-09-2020 18:54,07-07-2020 09:34,60194,No Value
200707-000005,23596,Tim Porch,Medium,Solved,Solved,Screenshot,Other,12446,07-07-2020 09:45,07-07-2020 09:38,59984,No Value
200707-000006,23597,Tim Porch,Medium,Solved,Solved,Contact ID - ID 87153- Duplicate record,Contacts and Organisations,12446,07-07-2020 09:53,07-07-2020 09:49,59885,No Value
200707-000002,23598,Tim Porch,Medium,Solved,Solved,Unable to connect on ELLIS,Logins,0,07-07-2020 09:57,07-07-2020 09:57,60215,No Value
200707-000007,23599,Tim Porch,Medium,Solved,Solved,Contact ID - ID 83593- Duplicate record,Contacts and Organisations,12446,13-07-2020 09:31,07-07-2020 10:04,59885,No Value
200707-000008,23600,Tim Porch,Medium,Solved,Solved,lock out,Logins,473,07-07-2020 10:18,07-07-2020 10:18,59734,No Value
200707-000009,23601,Craig Seagrave,High,Solved,Solved,New station IDs - URGENT,Profiles / Staff Accounts,473,09-07-2020 10:32,07-07-2020 10:30,60083,No Value
200707-000010,23602,Tim Porch,Medium,Solved,Solved,New starter request - Westgate ID 7523,Profiles / Staff Accounts,473,07-07-2020 13:48,07-07-2020 10:32,60083,No Value
200707-000011,23603,Craig Seagrave,Medium,Solved,Solved,Mover request,Profiles / Staff Accounts,473,09-07-2020 14:04,07-07-2020 10:35,55512,No Value
200707-000012,23604,Robert Webb,Medium,Solved,Solved,200707-000344 delete case note,Incidents,12446,07-07-2020 12:14,07-07-2020 11:27,60139,No Value
200707-000014,23605,Robert Webb,High,Solved,Solved,New starter confirmation,Profiles / Staff Accounts,473,07-07-2020 12:58,07-07-2020 11:28,60083,No Value
200707-000015,23606,Craig Seagrave,High,Solved,Solved,MIND Oracle,Profiles / Staff Accounts,473,07-07-2020 11:35,07-07-2020 11:35,55916,No Value
200707-000016,23607,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,07-07-2020 13:09,07-07-2020 12:02,59830,No Value
200707-000017,23608,Ross Yarnton,Medium,Solved,Solved,Monthly Benevolent Telephony Report,Reporting,473,17-07-2020 09:41,07-07-2020 12:10,37792,Reporting
200707-000018,23609,Robert Webb,High,Solved,Solved,[Request ID :##RE-9810##] : Unable to login to Oracle,IT Work,473,07-07-2020 13:40,07-07-2020 12:21,60168,No Value
200707-000019,23610,Robert Webb,High,Solved,Solved,[Request ID :##RE-9926##] : Oracle account locked out,IT Work,473,07-07-2020 13:29,07-07-2020 13:04,60168,No Value
200707-000020,23611,Robert Webb,High,Solved,Solved,[Request ID :##RE-9810##] : Unable to login to Oracle,Logins,473,07-07-2020 13:42,07-07-2020 13:09,60168,No Value
200707-000021,23612,Tim Porch,Medium,Solved,Solved,MOSES RTG 1 issues,Workspaces,473,07-07-2020 16:06,07-07-2020 13:11,55438,Oracle
200707-000022,23613,Tim Porch,Medium,Solved,Solved,Delete incident,Incidents,12446,13-07-2020 09:43,07-07-2020 13:48,60148,No Value
200707-000023,23614,Tim Porch,Medium,Solved,Solved,Contact ID 91025 (Dependent),Incidents,12446,13-07-2020 09:36,07-07-2020 14:16,60128,No Value
200707-000024,23615,Robert Webb,Low,Solved,Solved,Please delete 200701-000607 and 200619-000291,Incidents,12446,17-07-2020 14:51,07-07-2020 14:52,60122,No Value
200707-000025,23616,Robert Webb,High,Solved,Solved,[Request ID :##RE-9933##] : Mover Request - Claire Walker,IT Work,473,07-07-2020 15:39,07-07-2020 15:00,60168,No Value
200707-000026,23617,Robert Webb,Medium,Solved,Solved,Please delete 200701-000607 and 200619-000291,Incidents,0,07-07-2020 15:43,07-07-2020 15:23,60118,No Value
200707-000027,23618,Robert Webb,High,Solved,Solved,Oracle login,Profiles / Staff Accounts,473,07-07-2020 17:03,07-07-2020 15:23,60217,Oracle
200707-000028,23619,Robert Webb,Low,Solved,Solved,Contact ID - ID 5016- Duplicate record,Contacts and Organisations,12446,10-07-2020 18:43,07-07-2020 16:16,59885,No Value
200707-000029,23620,Robert Webb,Low,Solved,Solved,Contact ID - ID 82399- Duplicate record,Contacts and Organisations,12446,10-07-2020 18:43,07-07-2020 16:16,59885,No Value
200707-000030,23621,Robert Webb,Low,Solved,Solved,Duplicated incident,Incidents,12446,10-07-2020 18:44,07-07-2020 16:35,60023,No Value
200707-000031,23622,Robert Webb,Medium,Solved,Solved,Warrior access,Sharepoint,473,09-07-2020 19:16,07-07-2020 16:45,37844,Sharepoint
200707-000032,23623,Robert Webb,Medium,Solved,Solved,Increase maximum attachments size of the mailbox,System Configuration,16744,10-07-2020 14:49,07-07-2020 16:47,60162,Oracle
200707-000033,23624,Robert Webb,High,Solved,Solved,Service Alert - Migrant Help - No Calls/Chats answered in previous hour - Scheduled Alert!,Other,12446,07-07-2020 18:39,07-07-2020 17:02,59830,No Value
200708-000000,23625,Craig Seagrave,Urgent,Solved,Solved,Oracle Log In,Logins,0,08-07-2020 15:31,08-07-2020 09:36,60218,Oracle
200708-000001,23626,Robert Webb,Medium,Solved,Solved,[Request ID :##RE-10030##] : Callee Andrews Ellis account,Profiles / Staff Accounts,473,08-07-2020 14:09,08-07-2020 09:51,60168,No Value
200708-000002,23627,Robert Webb,High,Solved,Solved,E-learning log ins,IT Work,473,08-07-2020 12:06,08-07-2020 10:18,59905,Oracle
200708-000003,23628,Craig Seagrave,Urgent,Solved,Solved,Laptop Connection Issues,System Configuration,473,10-07-2020 16:36,08-07-2020 10:47,59872,Reporting
200708-000004,23629,Robert Webb,High,Solved,Solved,Referral Partner access,Incidents,473,17-07-2020 09:31,08-07-2020 12:31,55512,Oracle
200708-000005,23630,Robert Webb,High,Solved,Solved,E learning,IT Work,473,08-07-2020 12:59,08-07-2020 12:40,59787,Oracle
200708-000006,23631,Robert Webb,High,Solved,Solved,E-Learning - Password Reset Required,IT Work,473,08-07-2020 13:19,08-07-2020 12:46,59539,Sharepoint
200708-000007,23632,Robert Webb,Urgent,Solved,Solved,B&CE,Logins,473,08-07-2020 13:42,08-07-2020 12:49,36538,Oracle
200708-000008,23633,Robert Webb,Medium,Solved,Solved,OsC MOSES - Template Amendments,Other,473,17-07-2020 09:51,08-07-2020 13:14,59539,Oracle
200708-000009,23634,Robert Webb,Medium,Solved,Solved,OsC MOSES Login - Gareth Limbrick,Profiles / Staff Accounts,473,08-07-2020 14:00,08-07-2020 13:36,59539,Oracle
